Folder,TOPS/W,Cycles,Computes,pJ_LMAC,pJ_PEWeightRegs,pJ_PEAccuBuffer,pJ_PEInputBuffer,pJ_GlobalBuffer,pJ_DRAM,pJ/Compute,Energy,Utilization,EDP
VGG01_layer3,37.59177679882526,3612672,924844032,2.46,0.15,2.51,0.63,0.66,0.4,6.81,6302.27,1.0,22800.0
VGG01_layer2,39.083969465648856,3612672,924844032,2.46,0.16,0.63,1.43,1.01,0.86,6.55,6061.87,1.0,21900.0
