Folder,TOPS/W,Cycles,Computes,pJ_LMAC,pJ_PEWeightRegs,pJ_PEAccuBuffer,pJ_PEInputBuffer,pJ_GlobalBuffer,pJ_DRAM,pJ/Compute,Energy,Utilization,EDP
VGG01_layer9_FC,0.13074957025226222,21931,262144,2.42,0.29,1.25,0.64,24.17,62.64,91.42,23.97,0.05,0.526
